name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Grove Mountains 020071,46661,Valid,H5,4.51,Found,01/01/2003 12:00:00 AM,-72.998890,75.204170,"(-72.99889, 75.20417)"
Grove Mountains 020072,46518,Valid,H6,13,Found,01/01/2003 12:00:00 AM,-72.998330,75.195830,"(-72.99833, 75.19583)"
Grove Mountains 020073,46519,Valid,L6,9,Found,01/01/2003 12:00:00 AM,-72.998890,75.212780,"(-72.99889, 75.21278)"
Grove Mountains 020074,46520,Valid,H4,1.48,Found,01/01/2003 12:00:00 AM,-72.995830,75.209720,"(-72.99583, 75.20972)"
Grove Mountains 020075,30677,Valid,H6,32.200000000000003,Found,01/01/2003 12:00:00 AM,-72.995830,75.206670,"(-72.99583, 75.20667)"
Grove Mountains 020076,46521,Valid,H5,37.299999999999997,Found,01/01/2003 12:00:00 AM,-72.995280,75.204440,"(-72.99528, 75.20444)"
Grove Mountains 020077,46522,Valid,H5,1.31,Found,01/01/2003 12:00:00 AM,-72.994440,75.205000,"(-72.99444, 75.205)"
Grove Mountains 020078,30678,Valid,H4,20,Found,01/01/2003 12:00:00 AM,-73.013890,75.270830,"(-73.01389, 75.27083)"
Grove Mountains 020079,30679,Valid,L5,24.8,Found,01/01/2003 12:00:00 AM,-73.005000,75.272220,"(-73.005, 75.27222)"
Grove Mountains 020080,46662,Valid,H5,5.77,Found,01/01/2003 12:00:00 AM,-72.990280,75.277780,"(-72.99028, 75.27778)"
Grove Mountains 020081,46663,Valid,L6,5.03,Found,01/01/2003 12:00:00 AM,-72.995560,75.220560,"(-72.99556, 75.22056)"
Grove Mountains 020082,30680,Valid,H5,8.699999999999999,Found,01/01/2003 12:00:00 AM,-72.996390,75.216940,"(-72.99639, 75.21694)"
Grove Mountains 020083,46664,Valid,H4,1.12,Found,01/01/2003 12:00:00 AM,-72.996390,75.212780,"(-72.99639, 75.21278)"
Grove Mountains 020084,46665,Valid,L5,7.73,Found,01/01/2003 12:00:00 AM,-72.996670,75.208330,"(-72.99667, 75.20833)"
Grove Mountains 020085,46666,Valid,L5,2.08,Found,01/01/2003 12:00:00 AM,-72.996390,75.207780,"(-72.99639, 75.20778)"
Grove Mountains 020087,46667,Valid,H5,2.07,Found,01/01/2003 12:00:00 AM,-73.002220,75.283060,"(-73.00222, 75.28306)"
Grove Mountains 020088,46668,Valid,H4,3.02,Found,01/01/2003 12:00:00 AM,-73.003610,75.252780,"(-73.00361, 75.25278)"
Grove Mountains 020089,46669,Valid,H5,4.56,Found,01/01/2003 12:00:00 AM,-73.003610,75.251390,"(-73.00361, 75.25139)"
Grove Mountains 020090,30681,Valid,Martian (shergottite),7.5,Found,01/01/2003 12:00:00 AM,-72.999440,75.261110,"(-72.99944, 75.26111)"
Grove Mountains 020091,46670,Valid,H4,5.32,Found,01/01/2003 12:00:00 AM,-72.995830,75.227500,"(-72.99583, 75.2275)"
Grove Mountains 020092,46671,Valid,H5,1.26,Found,01/01/2003 12:00:00 AM,-72.995830,75.206670,"(-72.99583, 75.20667)"
Grove Mountains 020093,46523,Valid,H6,1.06,Found,01/01/2003 12:00:00 AM,-72.995560,75.206390,"(-72.99556, 75.20639)"
Grove Mountains 020095,46524,Valid,L6,6.05,Found,01/01/2003 12:00:00 AM,-72.995280,75.206670,"(-72.99528, 75.20667)"
Grove Mountains 020096,46525,Valid,L5,1.79,Found,01/01/2003 12:00:00 AM,-72.996940,75.206110,"(-72.99694, 75.20611)"
Grove Mountains 020097,46526,Valid,H5,131.19999999999999,Found,01/01/2003 12:00:00 AM,-72.994440,75.204170,"(-72.99444, 75.20417)"
Grove Mountains 020098,46527,Valid,H6,122.7,Found,01/01/2003 12:00:00 AM,-72.994440,75.204440,"(-72.99444, 75.20444)"
Grove Mountains 020099,30682,Valid,Pallasite,23.5,Found,01/01/2003 12:00:00 AM,-72.997500,75.204170,"(-72.9975, 75.20417)"
Grove Mountains 020100,46672,Valid,H4,7.25,Found,01/01/2003 12:00:00 AM,-72.997220,75.203890,"(-72.99722, 75.20389)"
Grove Mountains 020101,46673,Valid,H5,2.59,Found,01/01/2003 12:00:00 AM,-72.994170,75.204440,"(-72.99417, 75.20444)"
Grove Mountains 020102,46674,Valid,H5,4.23,Found,01/01/2003 12:00:00 AM,-72.996670,75.218060,"(-72.99667, 75.21806)"
Grove Mountains 020103,30683,Valid,L6,19.100000000000001,Found,01/01/2003 12:00:00 AM,-72.990000,75.261670,"(-72.99, 75.26167)"
Grove Mountains 020104,46675,Valid,LL3,26.1,Found,01/01/2003 12:00:00 AM,-72.981390,75.260000,"(-72.98139, 75.26)"
Grove Mountains 020105,46676,Valid,LL3,24.4,Found,01/01/2003 12:00:00 AM,-72.980830,75.255560,"(-72.98083, 75.25556)"
Grove Mountains 020106,46677,Valid,L3,13.9,Found,01/01/2003 12:00:00 AM,-72.980830,75.256110,"(-72.98083, 75.25611)"
Grove Mountains 020107,46678,Valid,L5,3.68,Found,01/01/2003 12:00:00 AM,-72.980000,75.256390,"(-72.98, 75.25639)"
Grove Mountains 020108,46679,Valid,H4,5.79,Found,01/01/2003 12:00:00 AM,-72.980280,75.255560,"(-72.98028, 75.25556)"
Grove Mountains 020109,46680,Valid,H4,2.02,Found,01/01/2003 12:00:00 AM,-72.980280,75.254720,"(-72.98028, 75.25472)"
Grove Mountains 020110,46681,Valid,H4,3.06,Found,01/01/2003 12:00:00 AM,-72.981390,75.249720,"(-72.98139, 75.24972)"
Grove Mountains 020111,46528,Valid,L3,2.18,Found,01/01/2003 12:00:00 AM,-72.979720,75.256390,"(-72.97972, 75.25639)"
Grove Mountains 020112,46529,Valid,H3,1.6,Found,01/01/2003 12:00:00 AM,-72.980560,75.255560,"(-72.98056, 75.25556)"
Grove Mountains 020113,46530,Valid,H4,1.28,Found,01/01/2003 12:00:00 AM,-72.980000,75.260000,"(-72.98, 75.26)"
Grove Mountains 020114,46531,Valid,L3,1,Found,01/01/2003 12:00:00 AM,-72.981940,75.251670,"(-72.98194, 75.25167)"
Grove Mountains 020115,46532,Valid,L6,8.34,Found,01/01/2003 12:00:00 AM,-72.978610,75.266110,"(-72.97861, 75.26611)"
Grove Mountains 020116,30684,Valid,L5,123.6,Found,01/01/2003 12:00:00 AM,-72.979170,75.265560,"(-72.97917, 75.26556)"
Grove Mountains 020117,46682,Valid,L5,3.51,Found,01/01/2003 12:00:00 AM,-72.976670,75.266940,"(-72.97667, 75.26694)"
Grove Mountains 020118,46683,Valid,H4,8.119999999999999,Found,01/01/2003 12:00:00 AM,-72.979170,75.265830,"(-72.97917, 75.26583)"
Grove Mountains 020119,46684,Valid,H4,36.4,Found,01/01/2003 12:00:00 AM,-72.978890,75.264720,"(-72.97889, 75.26472)"
LaPaz Icefield 031049,34831,Valid,LL5,7.8,Found,01/01/2003 12:00:00 AM,,,
Grove Mountains 020120,46685,Valid,H5,1.73,Found,01/01/2003 12:00:00 AM,-72.979170,75.258060,"(-72.97917, 75.25806)"
Grove Mountains 020121,46686,Valid,H5,14.5,Found,01/01/2003 12:00:00 AM,-72.978330,75.258890,"(-72.97833, 75.25889)"
Grove Mountains 020122,46687,Valid,H6,13.8,Found,01/01/2003 12:00:00 AM,-72.977220,75.260280,"(-72.97722, 75.26028)"
Grove Mountains 020123,46688,Valid,H5,3.39,Found,01/01/2003 12:00:00 AM,-72.977780,75.260000,"(-72.97778, 75.26)"
Grove Mountains 020124,46689,Valid,Mesosiderite,1.47,Found,01/01/2003 12:00:00 AM,-72.978610,75.260830,"(-72.97861, 75.26083)"
Grove Mountains 020125,46690,Valid,L5,2.1,Found,01/01/2003 12:00:00 AM,-72.979440,75.260280,"(-72.97944, 75.26028)"
Grove Mountains 020126,46691,Valid,H5,4.79,Found,01/01/2003 12:00:00 AM,-72.977500,75.260830,"(-72.9775, 75.26083)"
Grove Mountains 020127,46692,Valid,L5,6.77,Found,01/01/2003 12:00:00 AM,-72.980560,75.262500,"(-72.98056, 75.2625)"
Grove Mountains 020128,46693,Valid,H5,11.7,Found,01/01/2003 12:00:00 AM,-72.981390,75.263890,"(-72.98139, 75.26389)"
Grove Mountains 020129,30685,Valid,H5,51.7,Found,01/01/2003 12:00:00 AM,-72.982220,75.265830,"(-72.98222, 75.26583)"
Grove Mountains 020130,46694,Valid,H4,139.69999999999999,Found,01/01/2003 12:00:00 AM,-72.976670,75.260280,"(-72.97667, 75.26028)"
Grove Mountains 020131,46533,Valid,L6,3.81,Found,01/01/2003 12:00:00 AM,-72.976940,75.261110,"(-72.97694, 75.26111)"
Grove Mountains 020132,46534,Valid,L6,1.9,Found,01/01/2003 12:00:00 AM,-72.977220,75.261390,"(-72.97722, 75.26139)"
Grove Mountains 020134,46535,Valid,L6,16.399999999999999,Found,01/01/2003 12:00:00 AM,-72.978060,75.260560,"(-72.97806, 75.26056)"
Grove Mountains 020135,46695,Valid,L5,12.3,Found,01/01/2003 12:00:00 AM,-72.980000,75.258890,"(-72.98, 75.25889)"
Grove Mountains 020136,46696,Valid,L4,3.31,Found,01/01/2003 12:00:00 AM,-72.979170,75.262780,"(-72.97917, 75.26278)"
Grove Mountains 020137,46697,Valid,L3,8.75,Found,01/01/2003 12:00:00 AM,-72.980560,75.258330,"(-72.98056, 75.25833)"
Grove Mountains 020138,46698,Valid,L6,2.27,Found,01/01/2003 12:00:00 AM,-72.978610,75.255000,"(-72.97861, 75.255)"
Grove Mountains 020139,46699,Valid,H6,3.25,Found,01/01/2003 12:00:00 AM,-72.978330,75.257220,"(-72.97833, 75.25722)"
Grove Mountains 020140,46700,Valid,H6,7.08,Found,01/01/2003 12:00:00 AM,-72.977220,75.258610,"(-72.97722, 75.25861)"
Grove Mountains 020141,47735,Valid,L6,0.92,Found,01/01/2003 12:00:00 AM,-72.977500,75.263889,"(-72.9775, 75.263889)"
Grove Mountains 020142,46701,Valid,L6,1.13,Found,01/01/2003 12:00:00 AM,-72.977780,75.257780,"(-72.97778, 75.25778)"
Grove Mountains 020143,46702,Valid,L6,2.28,Found,01/01/2003 12:00:00 AM,-72.976940,75.256940,"(-72.97694, 75.25694)"
Grove Mountains 020144,46703,Valid,H5,1.96,Found,01/01/2003 12:00:00 AM,-72.977780,75.261670,"(-72.97778, 75.26167)"
Grove Mountains 020145,46704,Valid,L5,1.69,Found,01/01/2003 12:00:00 AM,-72.977500,75.255280,"(-72.9775, 75.25528)"
Grove Mountains 020146,46705,Valid,H6,2.28,Found,01/01/2003 12:00:00 AM,-72.976390,75.267220,"(-72.97639, 75.26722)"
Grove Mountains 020147,46706,Valid,H5,2.9,Found,01/01/2003 12:00:00 AM,-72.977500,75.265280,"(-72.9775, 75.26528)"
Grove Mountains 020148,46707,Valid,L5,6.88,Found,01/01/2003 12:00:00 AM,-72.977500,75.265830,"(-72.9775, 75.26583)"
Grove Mountains 020149,46708,Valid,L5,8.89,Found,01/01/2003 12:00:00 AM,-72.976940,75.267500,"(-72.97694, 75.2675)"
Grove Mountains 020150,46709,Valid,H6,2.02,Found,01/01/2003 12:00:00 AM,-72.977780,75.265560,"(-72.97778, 75.26556)"
Grove Mountains 020151,46710,Valid,L6,1.45,Found,01/01/2003 12:00:00 AM,-72.979720,75.263330,"(-72.97972, 75.26333)"
Grove Mountains 020152,46711,Valid,L6,2.53,Found,01/01/2003 12:00:00 AM,-72.979720,75.263610,"(-72.97972, 75.26361)"
Grove Mountains 020153,46536,Valid,H5,1.6,Found,01/01/2003 12:00:00 AM,-72.980560,75.264170,"(-72.98056, 75.26417)"
Grove Mountains 020154,46537,Valid,L5,1.51,Found,01/01/2003 12:00:00 AM,-72.980830,75.261110,"(-72.98083, 75.26111)"
Grove Mountains 020155,30686,Valid,L6,612,Found,01/01/2003 12:00:00 AM,-72.977220,75.268330,"(-72.97722, 75.26833)"
Grove Mountains 020156,46712,Valid,L5,2.65,Found,01/01/2003 12:00:00 AM,-72.977220,75.268060,"(-72.97722, 75.26806)"
Grove Mountains 020157,46713,Valid,L5,4.8,Found,01/01/2003 12:00:00 AM,-72.977220,75.267780,"(-72.97722, 75.26778)"
Grove Mountains 020158,30687,Valid,L4,1101.8,Found,01/01/2003 12:00:00 AM,-72.976670,75.270830,"(-72.97667, 75.27083)"
Grove Mountains 020159,46714,Valid,L5,1.54,Found,01/01/2003 12:00:00 AM,-72.978610,75.261110,"(-72.97861, 75.26111)"
Grove Mountains 020160,46715,Valid,H5,3.72,Found,01/01/2003 12:00:00 AM,-72.978330,75.260560,"(-72.97833, 75.26056)"
Grove Mountains 020161,46716,Valid,L6,7.6,Found,01/01/2003 12:00:00 AM,-72.978890,75.261110,"(-72.97889, 75.26111)"
Grove Mountains 020162,46717,Valid,H3,2.31,Found,01/01/2003 12:00:00 AM,-72.976110,75.266940,"(-72.97611, 75.26694)"
Grove Mountains 020163,46718,Valid,L6,3.42,Found,01/01/2003 12:00:00 AM,-72.976390,75.265000,"(-72.97639, 75.265)"
Grove Mountains 020164,46719,Valid,L3,5.2,Found,01/01/2003 12:00:00 AM,-72.976670,75.265830,"(-72.97667, 75.26583)"
Grove Mountains 020165,46720,Valid,L3,6.96,Found,01/01/2003 12:00:00 AM,-72.976390,75.263060,"(-72.97639, 75.26306)"
Grove Mountains 020166,46721,Valid,H3,8.02,Found,01/01/2003 12:00:00 AM,-72.977500,75.263060,"(-72.9775, 75.26306)"
Grove Mountains 020167,46538,Valid,L6,7.48,Found,01/01/2003 12:00:00 AM,-72.978060,75.263610,"(-72.97806, 75.26361)"
Grove Mountains 020168,30688,Valid,H5,11.5,Found,01/01/2003 12:00:00 AM,-72.978060,75.263330,"(-72.97806, 75.26333)"
Grove Mountains 020169,46722,Valid,L3,4.78,Found,01/01/2003 12:00:00 AM,-72.978060,75.260280,"(-72.97806, 75.26028)"
Grove Mountains 020171,47736,Valid,Mesosiderite,0.55,Found,01/01/2003 12:00:00 AM,-72.976111,75.266389,"(-72.976111, 75.266389)"
Grove Mountains 020172,46723,Valid,L6,1.05,Found,01/01/2003 12:00:00 AM,-72.977500,75.263060,"(-72.9775, 75.26306)"
Grove Mountains 020173,46724,Valid,L4,2.62,Found,01/01/2003 12:00:00 AM,-72.976390,75.263890,"(-72.97639, 75.26389)"
Grove Mountains 020174,46725,Valid,L6,56.05,Found,01/01/2003 12:00:00 AM,-72.781670,75.302780,"(-72.78167, 75.30278)"
Grove Mountains 020175,46726,Valid,Mesosiderite,1.54,Found,01/01/2003 12:00:00 AM,-72.979170,75.261670,"(-72.97917, 75.26167)"
Grove Mountains 020178,46727,Valid,H6,1.6,Found,01/01/2003 12:00:00 AM,-72.978060,75.261940,"(-72.97806, 75.26194)"
Grove Mountains 020179,46728,Valid,L5,1.29,Found,01/01/2003 12:00:00 AM,-72.979170,75.266940,"(-72.97917, 75.26694)"
Grove Mountains 020180,47737,Valid,H5,0.55,Found,01/01/2003 12:00:00 AM,-72.977500,75.264167,"(-72.9775, 75.264167)"
Grove Mountains 020181,46729,Valid,H6,23.1,Found,01/01/2003 12:00:00 AM,-72.994440,75.264440,"(-72.99444, 75.26444)"
Grove Mountains 020182,46730,Valid,L6,1.04,Found,01/01/2003 12:00:00 AM,-72.994440,75.263610,"(-72.99444, 75.26361)"
Grove Mountains 020183,47738,Valid,L6,0.85,Found,01/01/2003 12:00:00 AM,-72.994722,75.263333,"(-72.994722, 75.263333)"
Grove Mountains 020184,46731,Valid,L5,3.17,Found,01/01/2003 12:00:00 AM,-72.978060,75.263060,"(-72.97806, 75.26306)"
Grove Mountains 020185,46732,Valid,H6,1.6,Found,01/01/2003 12:00:00 AM,-72.977500,75.267220,"(-72.9775, 75.26722)"
Grove Mountains 020186,46733,Valid,H5,37.799999999999997,Found,01/01/2003 12:00:00 AM,-72.978610,75.259170,"(-72.97861, 75.25917)"
Grove Mountains 020187,46734,Valid,L6,1.54,Found,01/01/2003 12:00:00 AM,-72.978330,75.259440,"(-72.97833, 75.25944)"
Grove Mountains 020188,46735,Valid,L6,558.6,Found,01/01/2003 12:00:00 AM,-72.984440,75.225000,"(-72.98444, 75.225)"
Grove Mountains 020197,47739,Valid,H5,0.52,Found,01/01/2003 12:00:00 AM,-72.992500,75.206389,"(-72.9925, 75.206389)"
Grove Mountains 020198,47740,Valid,H4,0.56,Found,01/01/2003 12:00:00 AM,-72.992500,75.206389,"(-72.9925, 75.206389)"
Grove Mountains 020199,46539,Valid,H5,38.299999999999997,Found,01/01/2003 12:00:00 AM,-72.992500,75.206390,"(-72.9925, 75.20639)"
Grove Mountains 020200,30689,Valid,H5,78.3,Found,01/01/2003 12:00:00 AM,-72.992500,75.206390,"(-72.9925, 75.20639)"
Grove Mountains 020201,47741,Valid,H5,0.68,Found,01/01/2003 12:00:00 AM,-72.992500,75.206389,"(-72.9925, 75.206389)"
Grove Mountains 020202,49720,Valid,H5,0.8,Found,01/01/2003 12:00:00 AM,-72.992500,75.206390,"(-72.9925, 75.20639)"
Grove Mountains 020203,47742,Valid,H4,0.85,Found,01/01/2003 12:00:00 AM,-72.992500,75.206389,"(-72.9925, 75.206389)"
Grove Mountains 020204,47743,Valid,H5,1.22,Found,01/01/2003 12:00:00 AM,-72.992500,75.206389,"(-72.9925, 75.206389)"
Grove Mountains 020210,49721,Valid,H4,31.2,Found,01/01/2003 12:00:00 AM,-72.992500,75.206390,"(-72.9925, 75.20639)"
Grove Mountains 020211,49722,Valid,H5,1.05,Found,01/01/2003 12:00:00 AM,-72.992500,75.206390,"(-72.9925, 75.20639)"
Grove Mountains 020212,49723,Valid,H4,1.19,Found,01/01/2003 12:00:00 AM,-72.992500,75.206390,"(-72.9925, 75.20639)"
Grove Mountains 020214,49724,Valid,H5,1.28,Found,01/01/2003 12:00:00 AM,-72.992500,75.206400,"(-72.9925, 75.2064)"
Grove Mountains 020216,49725,Valid,H4,1.72,Found,01/01/2003 12:00:00 AM,-72.992500,75.206390,"(-72.9925, 75.20639)"
Grove Mountains 020217,47744,Valid,H4,2.65,Found,01/01/2003 12:00:00 AM,-72.992500,75.206389,"(-72.9925, 75.206389)"
Grove Mountains 020219,49726,Valid,H4,6.34,Found,01/01/2003 12:00:00 AM,-72.992500,75.206390,"(-72.9925, 75.20639)"
Grove Mountains 020220,49727,Valid,H4,26,Found,01/01/2003 12:00:00 AM,-72.992500,75.206390,"(-72.9925, 75.20639)"
Grove Mountains 020221,49728,Valid,H4,28.8,Found,01/01/2003 12:00:00 AM,-72.992500,75.206390,"(-72.9925, 75.20639)"
Grove Mountains 020222,47745,Valid,L5,6.24,Found,01/01/2003 12:00:00 AM,-72.987222,75.209722,"(-72.987222, 75.209722)"
Grove Mountains 020224,49729,Valid,L5,6.4,Found,01/01/2003 12:00:00 AM,-72.987220,75.209720,"(-72.98722, 75.20972)"
Grove Mountains 020225,49730,Valid,H6,44.6,Found,01/01/2003 12:00:00 AM,-72.991670,75.222220,"(-72.99167, 75.22222)"
Grove Mountains 020226,30690,Valid,H5,16.5,Found,01/01/2003 12:00:00 AM,-72.991670,75.222220,"(-72.99167, 75.22222)"
Grove Mountains 020227,47746,Valid,H4,1.1,Found,01/01/2003 12:00:00 AM,-73.000833,75.217222,"(-73.000833, 75.217222)"
Grove Mountains 020228,49731,Valid,H4,4.31,Found,01/01/2003 12:00:00 AM,-72.993610,75.218060,"(-72.99361, 75.21806)"
Grove Mountains 020230,49732,Valid,H5,17.3,Found,01/01/2003 12:00:00 AM,-72.983300,75.214200,"(-72.9833, 75.2142)"
Grove Mountains 020231,49733,Valid,H5,14.9,Found,01/01/2003 12:00:00 AM,-72.988100,75.216700,"(-72.9881, 75.2167)"
Grove Mountains 020232,47747,Valid,H5,1.35,Found,01/01/2003 12:00:00 AM,-72.983056,75.229167,"(-72.983056, 75.229167)"
Grove Mountains 020234,49734,Valid,H5,0.44,Found,01/01/2003 12:00:00 AM,-72.983100,75.229200,"(-72.9831, 75.2292)"
Grove Mountains 020236,30691,Valid,H5,72.900000000000006,Found,01/01/2003 12:00:00 AM,-72.983060,75.229170,"(-72.98306, 75.22917)"
Grove Mountains 020237,47748,Valid,H4,77.599999999999994,Found,01/01/2003 12:00:00 AM,-72.983056,75.229167,"(-72.983056, 75.229167)"
Grove Mountains 020238,47749,Valid,H5,24,Found,01/01/2003 12:00:00 AM,-72.983056,75.229167,"(-72.983056, 75.229167)"
Grove Mountains 020239,49735,Valid,H5 ,14,Found,01/01/2003 12:00:00 AM,-72.983060,75.229170,"(-72.98306, 75.22917)"
Grove Mountains 020240,49736,Valid,H5,14.4,Found,01/01/2003 12:00:00 AM,-72.983060,75.229170,"(-72.98306, 75.22917)"
Grove Mountains 020241,49737,Valid,H5,9.960000000000001,Found,01/01/2003 12:00:00 AM,-72.983060,75.229170,"(-72.98306, 75.22917)"
Grove Mountains 020242,47750,Valid,H5,8.43,Found,01/01/2003 12:00:00 AM,-72.983056,75.229167,"(-72.983056, 75.229167)"
Grove Mountains 020243,49738,Valid,H6,4.38,Found,01/01/2003 12:00:00 AM,-72.983060,75.229170,"(-72.98306, 75.22917)"
Grove Mountains 020245,47751,Valid,H5,1.77,Found,01/01/2003 12:00:00 AM,-72.983056,75.229167,"(-72.983056, 75.229167)"
Grove Mountains 020249,47752,Valid,H4,1.06,Found,01/01/2003 12:00:00 AM,-72.983056,75.229167,"(-72.983056, 75.229167)"
Grove Mountains 020250,47753,Valid,H4,92.3,Found,01/01/2003 12:00:00 AM,-72.983056,75.229167,"(-72.983056, 75.229167)"
Grove Mountains 020251,47754,Valid,H4,1.53,Found,01/01/2003 12:00:00 AM,-72.983056,75.229167,"(-72.983056, 75.229167)"
Grove Mountains 020252,49739,Valid,H4,1.14,Found,01/01/2003 12:00:00 AM,-72.983060,75.229170,"(-72.98306, 75.22917)"
Grove Mountains 020253,47755,Valid,H5,1.54,Found,01/01/2003 12:00:00 AM,-72.983056,75.229167,"(-72.983056, 75.229167)"
Grove Mountains 020254,49740,Valid,H6,1.2,Found,01/01/2003 12:00:00 AM,-72.983060,75.229170,"(-72.98306, 75.22917)"
Grove Mountains 020256,49741,Valid,H5,1.2,Found,01/01/2003 12:00:00 AM,-72.983060,75.229170,"(-72.98306, 75.22917)"
Grove Mountains 020257,47756,Valid,H6,0.92,Found,01/01/2003 12:00:00 AM,-72.983056,75.229167,"(-72.983056, 75.229167)"
Grove Mountains 020258,47757,Valid,H5,0.84,Found,01/01/2003 12:00:00 AM,-72.983056,75.229167,"(-72.983056, 75.229167)"
Grove Mountains 020259,47758,Valid,H5,0.89,Found,01/01/2003 12:00:00 AM,-72.983056,75.229167,"(-72.983056, 75.229167)"
Grove Mountains 020261,47759,Valid,H5,0.68,Found,01/01/2003 12:00:00 AM,-72.983056,75.229167,"(-72.983056, 75.229167)"
Grove Mountains 020262,49742,Valid,H6,0.8,Found,01/01/2003 12:00:00 AM,-72.983060,75.229170,"(-72.98306, 75.22917)"
Grove Mountains 020266,49743,Valid,H4,0.48,Found,01/01/2003 12:00:00 AM,-72.983060,75.229170,"(-72.98306, 75.22917)"
Grove Mountains 020273,49744,Valid,H4,8.25,Found,01/01/2003 12:00:00 AM,-72.986110,75.213890,"(-72.98611, 75.21389)"
Grove Mountains 020274,47760,Valid,H4,4.39,Found,01/01/2003 12:00:00 AM,-72.988333,75.203611,"(-72.988333, 75.203611)"
Grove Mountains 020275,47761,Valid,H5,1.36,Found,01/01/2003 12:00:00 AM,-72.988333,75.201389,"(-72.988333, 75.201389)"
Grove Mountains 020276,47762,Valid,H5,68.7,Found,01/01/2003 12:00:00 AM,-72.989722,75.217500,"(-72.989722, 75.2175)"
Grove Mountains 020277,49745,Valid,H4,26.3,Found,01/01/2003 12:00:00 AM,-72.989720,75.218330,"(-72.98972, 75.21833)"
Grove Mountains 020280,47763,Valid,H5,3.27,Found,01/01/2003 12:00:00 AM,-72.978889,75.260833,"(-72.978889, 75.260833)"
Grove Mountains 020281,47764,Valid,Mesosiderite,1.79,Found,01/01/2003 12:00:00 AM,-72.978889,75.260833,"(-72.978889, 75.260833)"
Grove Mountains 020283,30692,Valid,L5,18.600000000000001,Found,01/01/2003 12:00:00 AM,-72.983890,75.246390,"(-72.98389, 75.24639)"
Grove Mountains 020284,47765,Valid,L6,9.73,Found,01/01/2003 12:00:00 AM,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 020285,49746,Valid,L5,0.55,Found,01/01/2003 12:00:00 AM,-72.983900,75.246400,"(-72.9839, 75.2464)"
Grove Mountains 020287,47766,Valid,H4,3.33,Found,01/01/2003 12:00:00 AM,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 020288,49747,Valid,L5,0.82,Found,01/01/2003 12:00:00 AM,-72.983900,75.246400,"(-72.9839, 75.2464)"
Grove Mountains 020290,49748,Valid,L5 ,1.27,Found,01/01/2003 12:00:00 AM,-72.983890,75.246390,"(-72.98389, 75.24639)"
Grove Mountains 020291,47767,Valid,L6,4.57,Found,01/01/2003 12:00:00 AM,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 020292,49749,Valid,L5,1.71,Found,01/01/2003 12:00:00 AM,-72.983890,75.246390,"(-72.98389, 75.24639)"
Grove Mountains 020293,47768,Valid,L5,6.79,Found,01/01/2003 12:00:00 AM,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 020297,30693,Valid,L5,5,Found,01/01/2003 12:00:00 AM,-72.983890,75.246390,"(-72.98389, 75.24639)"
Grove Mountains 020300,49750,Valid,L6,3.2,Found,01/01/2003 12:00:00 AM,-72.983890,75.246390,"(-72.98389, 75.24639)"
Grove Mountains 020301,47769,Valid,L5,1.58,Found,01/01/2003 12:00:00 AM,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 020302,49751,Valid,L5 ,1.74,Found,01/01/2003 12:00:00 AM,-72.983890,75.246390,"(-72.98389, 75.24639)"
Grove Mountains 020303,47770,Valid,L4,1.3,Found,01/01/2003 12:00:00 AM,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 020304,47771,Valid,L5,2.11,Found,01/01/2003 12:00:00 AM,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 020305,49752,Valid,L5,3.36,Found,01/01/2003 12:00:00 AM,-72.983890,75.246390,"(-72.98389, 75.24639)"
Grove Mountains 020307,49753,Valid,L4,4.26,Found,01/01/2003 12:00:00 AM,-72.983890,75.246390,"(-72.98389, 75.24639)"
Grove Mountains 020310,49754,Valid,L5,1.31,Found,01/01/2003 12:00:00 AM,-72.983890,75.246390,"(-72.98389, 75.24639)"
Grove Mountains 020311,47772,Valid,L5,1.2,Found,01/01/2003 12:00:00 AM,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 020312,49755,Valid,L5,2.06,Found,01/01/2003 12:00:00 AM,-72.983890,75.246390,"(-72.98389, 75.24639)"
Grove Mountains 020314,47773,Valid,L4,1.86,Found,01/01/2003 12:00:00 AM,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 020315,47774,Valid,L5,1.29,Found,01/01/2003 12:00:00 AM,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 020317,49756,Valid,L5 ,1.27,Found,01/01/2003 12:00:00 AM,-72.983890,75.246390,"(-72.98389, 75.24639)"
Grove Mountains 020318,47775,Valid,L6,1.09,Found,01/01/2003 12:00:00 AM,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 020319,49757,Valid,L5,1.15,Found,01/01/2003 12:00:00 AM,-72.983890,75.246390,"(-72.98389, 75.24639)"
Grove Mountains 020323,47776,Valid,L6,1.06,Found,01/01/2003 12:00:00 AM,-72.983889,75.246389,"(-72.983889, 75.246389)"
Grove Mountains 020325,47777,Valid,L6,1.35,Found,01/01/2003 12:00:00 AM,-72.983889,75.246389,"(-72.983889, 75.246389)"
